"Drug Name","Active Ingredient","Form;Route","Appl. No.","Company","Date","Link"
"Zolpidem Tartrate Capsules","Zolpidem Tartrate","CAPSULE;ORAL","215721","Almatica Pharma","05/09/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215721s000lbl.pdf#page=27"
"Zolpimist","Zolpidem Tartrate","SPRAY, METERED;ORAL","022196","AYTU","08/18/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022196s012lbl.pdf#page=19"
"Zonegran","Zonisamide","CAPSULE;ORAL","020789","CONCORDIA","04/13/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020789s036lbl.pdf#page=25"
"Zonisade","Zonisamide","SUSPENSION;ORAL","214273","AZURITY","07/15/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/214273s000lbl.pdf#page=27"
"Zontivity","Vorapaxar Sulfate","TABLET;ORAL","204886","XSPIRE PHARMA","11/07/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM447698.pdf"
"Zortress","Everolimus","TABLET;ORAL","021560","NOVARTIS","09/14/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/021560s033lbl.pdf#page=31"
"Zorvolex","Diclofenac","CAPSULE;ORAL","204592","ZYLA","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/204592s013lbl.pdf#page=26"
"Ztalmy","Ganaxolone","SUSPENSION;ORAL","215904","MARINUS PHARMACEUTICALS","06/21/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215904s003s004lbl.pdf#page=16"
"Zubsolv","Buprenorphine Hydrochloride; Naloxone Hydrochloride","TABLET;SUBLINGUAL","204242","OREXO US INC","12/15/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/204242s027lbl.pdf#page=19"
"Zulresso","Brexanolone","SOLUTION;INTRAVENOUS","211371","SAGE THERAP","06/16/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/211371s007lbl.pdf#page=20"
"Zurampic","Lesinurad","TABLET;ORAL","207988","IRONWOOD PHARMS INC","08/04/2016","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/207988lbl.pdf#page=17"
"Zurzuvae","Zuranolone","CAPSULE;ORAL","217369","BIOGEN INC","08/04/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217369Orig2s000Corrected_lbl.pdf#page=22"
"Zutripro","Chlorpheniramine Maleate; Hydrocodone Bitartrate; Pseudoephedrine Hydrochloride","SOLUTION;ORAL","022439","PERSION","06/28/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022439s010lbl.pdf#page=28"
"Zyban","Bupropion Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","020711","GLAXOSMITHKLINE","03/09/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020711s052lbl.pdf#page=38"
"Zydelig","Idelalisib","TABLET;ORAL","205858","GILEAD SCIENCES INC","02/18/2022","https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/205858s016lbl.pdf#page=25"
"Zymfentra","Infliximab-Dyyb","INJECTABLE;SUBCUTANEOUS","761358","CELLTRION USA","10/20/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761358s000lbl.pdf#page=30"
"Zynyz","Retifanlimab-Dlwr","INJECTABLE;INTRAVENOUS","761334","INCYTE","03/22/2023","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761334s000lbl.pdf#page=18"
"Zyprexa","Olanzapine","TABLET;ORAL","020592","LILLY","04/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020592s075,021086s049,021253s062lbl.pdf#page=37"
"Zyprexa","Olanzapine","INJECTABLE;INTRAMUSCULAR","021253","LILLY","04/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020592s075,021086s049,021253s062lbl.pdf#page=37"
"Zyprexa Relprevv","Olanzapine Pamoate","SUSPENSION, EXTENDED RELEASE;INTRAMUSCULAR","022173","ELI LILLY CO","04/28/2021","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022173s036lbl.pdf#page=29"
"Zyprexa Zydis","Olanzapine","TABLET, ORALLY DISINTEGRATING;ORAL","021086","LILLY","04/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020592s075,021086s049,021253s062lbl.pdf#page=37"
